station,R_st,R_raw,R_v1,R_v2,PBIAS_R_raw,PBIAS_R_v1,PBIAS_R_v2
Симферополь_33946_calib.csv,10334.083333333332,7955.606524041046,7955.606524041046,17012.794200370932,-23.015847004255686,-23.015847004255686,64.62799506846375
Смоленск_26781_calib.csv,13846.939999999999,7100.234003432335,10348.52969739445,23594.909031534902,-48.723443566359535,-25.26486214720039,70.39800151899918
Советск_26614_calib.csv,10818.213333333333,8537.280717116235,8537.280717116235,15453.65688493123,-21.08418965254674,-21.08418965254674,42.84851304711342
Сорочинск_35011_calib.csv,4915.126666666667,2383.531316155786,2383.531316155786,8394.252500271788,-51.506207717486035,-51.506207717486035,70.78405236633688
Сортавала_22802_calib.csv,10421.633333333333,7527.263200015298,9110.170660447782,19155.864064038997,-27.772711251128598,-12.58404158867181,83.80865504804747
Сосновец_остров_22355_calib.csv,670.5799999999999,3473.3345686924226,3275.2866496898846,7130.396762879932,417.9597615038359,388.4259372021064,963.3178387187111
Сочи_37099_calib.csv,68479.78333333334,37253.6542034524,53869.12743049527,122246.54387750887,-45.599047791790035,-21.335721568684,78.51479360333188
Ставрополь__АМСГ_34949_calib.csv,13087.72,6353.311940210606,7297.187841316981,17744.085806127863,-51.45593013748303,-44.24401010017802,35.57812824638565
Старая_Русса_26275_calib.csv,13001.056666666667,8728.731318258275,8728.731318258275,28543.739949306677,-32.861370102033185,-32.861370102033185,119.54938495491528
Старица_26499_calib.csv,9207.936666666665,7098.599499056303,9890.686839052916,21479.586757812038,-22.907815767741983,7.414800916885668,133.2725292906233
Стерлитамак_28825_calib.csv,6739.016666666666,3250.6387031574795,5277.902423401971,13824.758006534581,-51.763901709337226,-21.681416080951905,105.14503362065061
Сулак_высокогорная_37461_calib.csv,22955.913333333334,8971.925423453076,16218.765304725548,46241.49217495172,-60.91671329658962,-29.34820292610641,101.43608099359027
Сура_22676_calib.csv,9135.066666666666,5963.608593908531,5963.608593908531,17323.384413812066,-34.717404792792635,-34.717404792792635,89.63610278865399
Сухиничи_27707_calib.csv,11115.956666666665,8249.920938338584,8249.920938338584,21227.37699897697,-25.783077554831067,-25.783077554831067,90.9631139767875
Сыктывкар_23804_calib.csv,12025.060000000001,5909.9057269777595,8127.063935214466,17419.91704435488,-50.85342004964833,-32.415605949455006,44.86345219362629
Таганрог_34720_calib.csv,13625.786666666667,7725.338335603953,9365.373707298477,22818.2821368805,-43.303542580020185,-31.267280661237834,67.46396149516872
Тамбов_27947_calib.csv,7881.48,4604.716540165175,4604.716540165175,15627.438446187465,-41.57548404404788,-41.57548404404788,98.28050627784967
Териберка_22028_calib.csv,3200.9566666666665,3402.122557507817,3611.157899677486,5635.9081004399495,6.284555268617106,12.814957393284079,76.06949069725873
Тихвин_26094_calib.csv,13060.103333333333,9040.71082617906,10202.199702027048,22387.650874215506,-30.776115659786303,-21.882703056506834,71.4201664628139
Торопец_26479_calib.csv,10008.433333333332,7590.794287639932,10665.84788083444,23551.954584603194,-24.156018881011022,6.568605950659361,135.3210917253436
Тотьма_27051_calib.csv,9552.853333333334,6519.783616861528,9491.956296972428,21357.57149218668,-31.75040598486253,-0.6374748385219562,123.57269338222169
Троицк_28748_calib.csv,5651.243333333334,2915.7007468153374,2915.7007468153374,8097.2808766292455,-48.40603076463992,-48.40603076463992,43.283175029257485
